with Vin=5.055V

#	dmm	adc m1	adc m2	
1	0.2621	320	321	0.258618164
2	0.1532	192	191	0.153881836
3	0.621	1787	1785	1.438110352
4	1.122	1330	1567	1.262475586
5	1.597	1611	1676	1.350292969
6	2.08	2586	2577	2.076196289
7	2.562	3176	3181	2.562817383
8	3.049	3774	3775	3.041381836
9	3.146	3894	3893	3.136450195
10	2.999	3714	3713	2.991430664
11	2.809	3473	3472	2.797265625
12	1.875	2322	2321	1.869946289
13	0.939	1164	1162	0.936181641
